video_id,title,published_at,thumbnail_url,channel_id,view_count,like_count,comment_count,duration,subscriber_count,channel_name,performance_score,thumbnail_path,niche,visage_present,nb_personnes,expression,texte_present,texte_contenu,couleur_dominante,contraste,fond,labels,face_confidence,text_confidence,thumbnail_score
gzpe60OtC_E,AI Invents New Combat Technique,2024-05-30T16:04:05Z,https://i.ytimg.com/vi/gzpe60OtC_E/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,1101451,31622,2630,PT15M6S,97900,cozmouz,0.0149412699898397,data/thumbnails/gzpe60OtC_E.jpg,AI/Tech,False,0,Aucun,True,"DANCING WHILE BOXING?
لا",Chaud,Élevé,Chargé,"Contact sport,Sports,Individual sport,Striking combat sports,Combat sport",0.0,0.0,11
34vabMjXEnI,Giving A.I. Ridiculous Limbs,2024-03-28T13:36:08Z,https://i.ytimg.com/vi/34vabMjXEnI/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,14274,609,37,PT13M35S,97900,cozmouz,0.0001786787237877,data/thumbnails/34vabMjXEnI.jpg,AI/Tech,False,0,Aucun,True,"CAN THEY
WALK?
TWIX",Froid,Élevé,Uni,"Animation,Plastic,Toy,Graphics,Graphic design",0.0,0.0,9
DVswxSZwNDA,Training AI to ROB A BANK,2024-01-27T15:55:42Z,https://i.ytimg.com/vi/DVswxSZwNDA/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,74027,2493,77,PT20M23S,97900,cozmouz,0.0008621996941472,data/thumbnails/DVswxSZwNDA.jpg,AI/Tech,False,0,Aucun,True,"AI
BANK",Chaud,Élevé,Uni,"Model car,Emergency service,Play Vehicle,Animation",0.0,0.0,8
O3Gw7mtrgrs,AI Learns to Outrun Police Officers,2023-12-01T13:26:03Z,https://i.ytimg.com/vi/O3Gw7mtrgrs/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,752552,19774,443,PT11M44S,97900,cozmouz,0.0082301347570938,data/thumbnails/O3Gw7mtrgrs.jpg,AI/Tech,False,0,Aucun,True,"GENO
GEN 990",Froid,Élevé,Uni,"Symmetry,Graphics,Graphic design,Screenshot",0.0,0.0,9
IMibQ7hCx6s,AI vs Deadly Obstacle Course,2023-10-26T20:41:06Z,https://i.ytimg.com/vi/IMibQ7hCx6s/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,15992,496,52,PT8M52S,97900,cozmouz,0.0001684024304202,data/thumbnails/IMibQ7hCx6s.jpg,AI/Tech,False,0,Aucun,True,GEN 9899,Froid,Élevé,Chargé,"Game,Technology,Toy,Video Game Software,PC game",0.0,0.0,12
GjF4habKGd4,AI vs AI - Training AI Agents to Duel,2023-09-10T16:00:12Z,https://i.ytimg.com/vi/GjF4habKGd4/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,14361,495,43,PT10M30S,97900,cozmouz,0.0001443804138885,data/thumbnails/GjF4habKGd4.jpg,AI/Tech,False,0,Aucun,False,,Froid,Élevé,Chargé,"Boxing,boxing equipment,Striking combat sports,Sports,Combat sport",0.0,0.0,7
UeosWWpxZfM,Training AI to Outshoot NBA Professionals,2023-08-11T16:00:25Z,https://i.ytimg.com/vi/UeosWWpxZfM/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,11590,399,32,PT8M1S,97900,cozmouz,0.0001131798358257,data/thumbnails/UeosWWpxZfM.jpg,AI/Tech,False,0,Aucun,False,,Chaud,Élevé,Chargé,"Basketball Hoop,Basketball moves,Ball game,Basketball,Ball",0.0,0.0,6
T43nj27aX5g,The Forbidden AI,2023-06-29T20:55:45Z,https://i.ytimg.com/vi/T43nj27aX5g/maxresdefault.jpg,UCyBpX85hCof66u1rFJYWXIg,8459,292,15,PT8M24S,97900,cozmouz,7.934297004777086e-05,data/thumbnails/T43nj27aX5g.jpg,AI/Tech,False,0,Aucun,True,"AI
tangular Sm",Froid,Élevé,Uni,"Cylinder,Sphere,Plastic,Ball",0.0,0.0,9
GgvBpuCa1Ps,"I Coded A Clash Royale AI, Then Took it to Ladder",2026-05-22T00:56:14Z,https://i.ytimg.com/vi/GgvBpuCa1Ps/maxresdefault.jpg,UCsEsFyWMp_e6qO-LRjoKnig,14436,901,74,PT8M5S,6490,Emeka Moemeka,0.0695107858243451,data/thumbnails/GgvBpuCa1Ps.jpg,AI/Tech,True,1,Sourire,True,"7.0
11
""opponent Elixer"": 5,
ownHand"":
cards ""Hog
'enemyHand""
[cards [""H
ue car
eque Ho
AI PLAYING..",Neutre,Élevé,Uni,"Animation,Animated cartoon",0.96484375,0.0,16
WxouZFNtzbs,I Coded CHEATS Into Clash Royale,2025-12-18T01:18:39Z,https://i.ytimg.com/vi/WxouZFNtzbs/maxresdefault.jpg,UCsEsFyWMp_e6qO-LRjoKnig,251169,8074,317,PT8M25S,6490,Emeka Moemeka,0.2069568155039015,data/thumbnails/WxouZFNtzbs.jpg,AI/Tech,True,2,Neutre,True,"11
2.6
board: cards [""empty""]] 16
""ownElixer"": 5,
""opponentElixer"": 5,
""ownHand"": [cards [""Hog Rider",Neutre,Élevé,Uni,"Animation,Screenshot,Game,Animated cartoon,Video Game Software",0.9765625,0.0,16
KfcE8rnf1JY,I Trained an AI to Play Clash Royale... It Worked Too Well,2025-08-27T23:24:48Z,https://i.ytimg.com/vi/KfcE8rnf1JY/maxresdefault.jpg,UCsEsFyWMp_e6qO-LRjoKnig,336039,21074,660,PT6M47S,6490,Emeka Moemeka,0.1731704551896151,data/thumbnails/KfcE8rnf1JY.jpg,AI/Tech,True,2,Neutre,True,"board"":
cards[""en
""ownElixer"": 5,
""opponentElixer"": 5,
""ownHand"": cards[""P
""enemyHandards
""ownQueue""",Neutre,Élevé,Uni,"Animation,Animated cartoon,Fictional character,Screenshot,Telephony",0.7734375,0.0,16
WbnyFaabVwU,"I bought $1,000 of every Alex Becker crypto recommendation... (SHOCKING RESULTS!)",2026-05-25T19:00:38Z,https://i.ytimg.com/vi/WbnyFaabVwU/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5714,257,267,PT11M47S,162000,Across The Rubicon,0.0012597001763668,data/thumbnails/WbnyFaabVwU.jpg,AI/Tech,True,1,Neutre,True,"GRASS
SAND
+$20,381.10
TRAC
T 47",Neutre,Élevé,Chargé,"Headgear,Hat,Cap,Baseball cap,Cricket cap",0.96484375,0.0,20
JhT5Gw82gXo,this crypto might be the biggest opportunity in 2026... (NEW Influencer Token),2026-05-16T19:00:34Z,https://i.ytimg.com/vi/JhT5Gw82gXo/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,6640,253,20,PT12M4S,162000,Across The Rubicon,0.0011077744411077,data/thumbnails/JhT5Gw82gXo.jpg,AI/Tech,True,1,Neutre,True,$150MM?!,Neutre,Élevé,Uni,"Facial expression,Tooth,Happiness,Screenshot,Laughter",0.984375,0.0,17
5q9pClfX-Io,I turned Claude Opus into a 24/7 crypto trader for a week... (insane results),2026-05-14T19:00:03Z,https://i.ytimg.com/vi/5q9pClfX-Io/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,8955,284,27,PT12M26S,162000,Across The Rubicon,0.0014173789173789,data/thumbnails/5q9pClfX-Io.jpg,AI/Tech,True,1,Neutre,True,"$10,000
Portfolio balance
$124,580.00
Today's return
+$3,180.45 | +2.63%
$124
$123K
$122K",Neutre,Élevé,Uni,,0.984375,0.0,17
DNHj8GwzvYg,Claude Can Now TRADE For You On TradingView (Insane),2026-05-07T18:30:31Z,https://i.ytimg.com/vi/DNHj8GwzvYg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14552,413,54,PT9M35S,162000,Across The Rubicon,0.0019527643585614,data/thumbnails/DNHj8GwzvYg.jpg,AI/Tech,True,1,Neutre,True,"55.95%
*
+7%
7 TOKENS FOUND MATCHING YOUR CRITERIA...
141 %",Neutre,Élevé,Uni,"Facial expression,Happiness,Screenshot",0.9765625,0.0,17
DJ3Dto1ZZdI,*BREAKING* Alex Becker just returned to crypto for one last cycle... 👨‍🍳,2026-05-05T19:00:10Z,https://i.ytimg.com/vi/DJ3Dto1ZZdI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,9907,332,43,PT12M33S,162000,Across The Rubicon,0.0012740483539094,data/thumbnails/DJ3Dto1ZZdI.jpg,AI/Tech,True,1,Neutre,True,I'M BACK!,Neutre,Élevé,Chargé,"Eyewear,Sunglasses,Glasses,Vision Care,Goggles",0.9765625,0.0,20
-c85Mtac5Qc,Alex Becker just walked away from crypto... (deleted tweet!),2026-04-30T19:00:01Z,https://i.ytimg.com/vi/-c85Mtac5Qc/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,9238,332,52,PT13M47S,162000,Across The Rubicon,0.0010759375727929,data/thumbnails/-c85Mtac5Qc.jpg,AI/Tech,True,1,Sourire,True,"Tweet ID: 2049547097544831420
URL: https://twitter.com/zssbecker/status/20495470975448
Posted: 2026-",Neutre,Élevé,Chargé,"Hat,Headgear,Cap,Baseball cap,Cricket cap",0.96875,0.0,19
ugIqYTcJoko,*NEW* this is CryptoGodJohn's HIGHEST CONVICTION crypto of 2026 (microcap),2026-04-21T18:00:50Z,https://i.ytimg.com/vi/ugIqYTcJoko/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,6708,270,46,PT17M7S,162000,Across The Rubicon,0.0006678614097968,data/thumbnails/ugIqYTcJoko.jpg,AI/Tech,True,1,Sourire,True,$100M?!,Neutre,Élevé,Chargé,"Fictional character,Animation,Logo,Graphics,Animated cartoon",0.96484375,0.0,19
vTkZK8PK114,I Built the ULTIMATE Claude Code trading assistant (Setup Tutorial),2026-04-20T18:31:14Z,https://i.ytimg.com/vi/vTkZK8PK114/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,20453,575,21,PT9M51S,162000,Across The Rubicon,0.0020040172447579,data/thumbnails/vTkZK8PK114.jpg,AI/Tech,True,1,Sourire,True,1,Neutre,Élevé,Uni,"Facial expression,Happiness,Screenshot",0.9921875,0.0,16
INw4OhXm8Sk,The crypto bear market is 'officially over',2026-04-18T00:26:53Z,https://i.ytimg.com/vi/INw4OhXm8Sk/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5223,200,31,PT10M19S,162000,Across The Rubicon,0.0004884960718294,data/thumbnails/INw4OhXm8Sk.jpg,AI/Tech,True,1,Neutre,True,"RAVEDAO
645%
KNOXNET 392%
GENIUS
0%
SCMP
6%
told you so...",Neutre,Élevé,Uni,"Headgear,Cap,Cricket cap,Baseball cap,Screenshot",0.95703125,0.0,17
cCALeEAiiIQ,cryptogodjohn is betting HEAVY into this NEW narrative of 2026...,2026-04-14T18:00:45Z,https://i.ytimg.com/vi/cCALeEAiiIQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5873,212,24,PT9M58S,162000,Across The Rubicon,0.0005254070495616,data/thumbnails/cCALeEAiiIQ.jpg,AI/Tech,True,1,Sourire,True,"cryptogodjohn
@OxOpapi
most of crypto doesn't even know
what ZHC means... send it
201.8",Neutre,Élevé,Chargé,"Facial expression,Facial hair,Beard,Logo,Moustache",0.96484375,0.0,19
20C9LKGJ_dc,Alex Becker’s Crypto Playbook Is FINALLY Winning Again...,2026-04-09T18:00:03Z,https://i.ytimg.com/vi/20C9LKGJ_dc/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,8422,327,27,PT17M9S,162000,Across The Rubicon,0.0007025358692025,data/thumbnails/20C9LKGJ_dc.jpg,AI/Tech,True,1,Neutre,True,"40.00M
38.00M
36.00M
34.00M
31.89M
31.40M
30.00M
28.00M
26.00M
24.00M
22.00M
""told you so...
""",Neutre,Élevé,Uni,"Headgear,Cap,Cricket cap,Baseball cap,Photo caption",0.97265625,0.0,17
c2m9QcRH7nI,"giving the worlds most expensive AI $10,000 to trade crypto...",2026-04-06T18:00:36Z,https://i.ytimg.com/vi/c2m9QcRH7nI/hqdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5615,168,28,PT11M16S,162000,Across The Rubicon,0.0004501362834696,data/thumbnails/c2m9QcRH7nI.jpg,AI/Tech,True,1,Neutre,True,"+$16,450 29
Opus",Neutre,Élevé,Uni,"Logo,Animation,Video Game Software",0.92578125,0.0,17
9LLOLFf5m_s,I challenged the smartest AI bots to make me money... (insane results!),2026-04-04T18:00:07Z,https://i.ytimg.com/vi/9LLOLFf5m_s/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,8316,342,28,PT10M21S,162000,Across The Rubicon,0.0006497890295358,data/thumbnails/9LLOLFf5m_s.jpg,AI/Tech,True,2,Neutre,True,"HOUR 37
THE B
0800
0
E
THE SNIPER
$WLD wer2...19 + $120.85
$WLD 8a25...kq
$WLD v241...um
$WLD cp2a..",Neutre,Élevé,Uni,"Graphics,Animation,Screenshot",0.75,0.0,16
nit5Gg0-pag,I forced 36 AI trading agents to compete to make money (absurd results!),2026-04-01T18:00:00Z,https://i.ytimg.com/vi/nit5Gg0-pag/hqdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29290,932,63,PT16M54S,162000,Across The Rubicon,0.0022049081601927,data/thumbnails/nit5Gg0-pag.jpg,AI/Tech,True,1,Neutre,True,"1ST
2ND
3RD
TH
CLAUDE APEX
+$4,623.91 +349%
CHA
+$2
MIN
+$2.33123
PERPLEXITY SHI
Claude",Neutre,Élevé,Uni,"Screenshot,Animation,Video Game Software,Multimedia,Display device",0.7421875,0.0,17
y9Ey94vngNg,alex becker is making his BIGGEST play ever... (2026 update),2026-03-26T18:00:00Z,https://i.ytimg.com/vi/y9Ey94vngNg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,10948,369,58,PT10M44S,162000,Across The Rubicon,0.0007679573512906,data/thumbnails/y9Ey94vngNg.jpg,AI/Tech,True,1,Neutre,True,"Alex Becker
more lext
I will print millionaires in 2026..
+$100MM?!",Neutre,Élevé,Chargé,"Hat,Headgear,Cap,Baseball cap,Cricket cap",0.98046875,0.0,20
ms7EZB3uBS8,"i gave the OFFICIAL claude AI agent $10,000 to trade crypto... (50x leverage!)",2026-03-25T18:00:00Z,https://i.ytimg.com/vi/ms7EZB3uBS8/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14974,328,16,PT9M32S,162000,Across The Rubicon,0.0010385629074767,data/thumbnails/ms7EZB3uBS8.jpg,AI/Tech,True,1,Neutre,True,"55.95%
510
47
Claude
0.8
38
+$2,304.55
4.74",Neutre,Élevé,Uni,"Orange,Symbol,Graphics,Animation,Screenshot",0.98046875,0.0,17
x9OzDe5JuWo,cryptogodjohn just revealed his BIGGEST crypto prediction yet...,2026-03-17T18:01:07Z,https://i.ytimg.com/vi/x9OzDe5JuWo/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5340,211,35,PT9M38S,162000,Across The Rubicon,0.0003398243604429,data/thumbnails/x9OzDe5JuWo.jpg,AI/Tech,True,1,Sourire,True,$14 BILLION?!,Froid,Élevé,Uni,"Facial hair,Beard,Logo,Moustache,Advertising",0.9921875,0.0,15
qFwmj4jpRc0,"I gave the SMARTEST ChatGPT model $10,000 to trade crypto for 12 hours... (GPT 5.4)",2026-03-08T18:00:51Z,https://i.ytimg.com/vi/qFwmj4jpRc0/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,11773,296,19,PT8M13S,162000,Across The Rubicon,0.0006855928255299,data/thumbnails/qFwmj4jpRc0.jpg,AI/Tech,True,1,Neutre,True,"GPT-5.4 Thinking
+$321.33
+$36.90
+$117.13
+$520.13
www.
Мил",Neutre,Élevé,Chargé,"Electronic device,Technology,Gadget,Software,Multimedia",0.98828125,0.0,20
z_FpSyfwjw0,the top 5 AI crypto agents that could PRINT in 2026...,2026-03-06T18:01:15Z,https://i.ytimg.com/vi/z_FpSyfwjw0/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,10963,435,19,PT14M59S,162000,Across The Rubicon,0.0006266003657978,data/thumbnails/z_FpSyfwjw0.jpg,AI/Tech,True,1,Neutre,True,"COPY TRADER
+ $10,062.51
SCALPER
DCA MACHIN
VOLATILITY TRADER",Neutre,Élevé,Uni,Screenshot,0.98046875,0.0,17
7_Drt805Qbg,I Trained an Alex Becker AI Agent to Find Hidden Crypto Gems...,2026-02-24T18:00:07Z,https://i.ytimg.com/vi/7_Drt805Qbg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,8308,251,12,PT9M53S,162000,Across The Rubicon,0.0004346097509939,data/thumbnails/7_Drt805Qbg.jpg,AI/Tech,True,1,Neutre,True,"$6,591.09
t",Neutre,Élevé,Chargé,"Eyewear,Glasses,Vision Care,Sunglasses,Goggles",0.984375,0.0,20
PqxBzVs19O4,I turned the worlds best crypto trader into an AI agent... (24 hour challenge results),2026-02-23T18:00:33Z,https://i.ytimg.com/vi/PqxBzVs19O4/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,24053,710,65,PT11M45S,162000,Across The Rubicon,0.0012476916692602,data/thumbnails/PqxBzVs19O4.jpg,AI/Tech,True,1,Sourire,True,"LONG $POLY $0.34019 $0.35611 +8.91%
+$3,291.09
$98323
$1
+3.2%
BTC
$133
$133.32
O
SEX
B",Neutre,Élevé,Chargé,"Facial hair,Fictional character,Beard,Animation,Animated cartoon",0.9921875,0.0,19
4IJl6e4m7sQ,"i gave my ai trading bot $10,000.00 to trade overnight... (I was VERY IMPRESSED)",2026-02-21T18:00:03Z,https://i.ytimg.com/vi/4IJl6e4m7sQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29601,751,47,PT8M3S,162000,Across The Rubicon,0.001510101010101,data/thumbnails/4IJl6e4m7sQ.jpg,AI/Tech,True,1,Neutre,True,"$13.658.92
OPENCLAW",Neutre,Élevé,Uni,"Red,Font,Screenshot,Graphics,Graphic design",0.9765625,0.0,17
PdWV5X_K9vM,I built the ultimate AI crypto trading setup to make me money...,2026-02-20T18:00:30Z,https://i.ytimg.com/vi/PdWV5X_K9vM/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14812,527,33,PT13M50S,162000,Across The Rubicon,0.0007494434325035,data/thumbnails/PdWV5X_K9vM.jpg,AI/Tech,True,1,Neutre,True,"SCALPER
SNIP QUANT
RITHM
TAKER
12 AI AGENTS
trading on one mac mini!!",Neutre,Élevé,Uni,"Font,Screenshot,Graphics,Graphic design",0.9765625,0.0,17
FqLLKcM_MOc,I found the most INSANE openclaw trading bot strategy... (so consistent!),2026-02-19T17:00:32Z,https://i.ytimg.com/vi/FqLLKcM_MOc/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,27469,868,50,PT11M30S,162000,Across The Rubicon,0.0013785506373582,data/thumbnails/FqLLKcM_MOc.jpg,AI/Tech,True,1,Neutre,True,"Extry Rules
stop Tass
+51565.82
price)
OPENCLAW
+
""THE SURGEON""",Neutre,Élevé,Uni,"Logo,Animation,Screenshot,Fictional character",0.98046875,0.0,17
ce9lJz45bWM,Ultimate OpenClaw Tutorial: Set up an Automated AI Crypto Trading Bot (Beginners Guide),2026-02-18T17:00:55Z,https://i.ytimg.com/vi/ce9lJz45bWM/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,57334,2173,209,PT56M30S,162000,Across The Rubicon,0.0028541417761847,data/thumbnails/ce9lJz45bWM.jpg,AI/Tech,True,1,Neutre,True,"FULL TUTORIAL
AI CRYPTO TRADING BOTS
OPENCLAW OPENCLAW OPENCLAW
+$6,259.04
OPENCE
+$1,892.18
OPENCLA",Neutre,Élevé,Uni,"Technology,Display device,Graphics,Computer,Screenshot",0.98046875,0.0,17
9HWUytz3aZQ,I made the top AI trading bots compete to make me money…,2026-02-16T19:00:18Z,https://i.ytimg.com/vi/9HWUytz3aZQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,38082,1377,65,PT12M14S,162000,Across The Rubicon,0.0018656672545561,data/thumbnails/9HWUytz3aZQ.jpg,AI/Tech,True,1,Neutre,True,"1 CHATGPT
3
+3,239.08%
CLA
+1.890
DEEPS
+350.67%
4 GROK
0.02%
2.97%",Neutre,Élevé,Uni,"Screenshot,Video Game Software,Graphics,Animation,Multimedia",0.98046875,0.0,17
Tzk7DC92cAk,I made AI trading bots compete to make money… (insane results),2026-02-15T19:00:33Z,https://i.ytimg.com/vi/Tzk7DC92cAk/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,179745,5511,354,PT14M9S,162000,Across The Rubicon,0.0087365121026538,data/thumbnails/Tzk7DC92cAk.jpg,AI/Tech,True,1,Neutre,True,"HOUR 6ENG
OPENCLAW
OPENCLAW
p000
+$1,952
A
32 81
0.21
+$63.44
kn1p...9a +$111.91
as20...18 +$14.23
w",Neutre,Élevé,Uni,"Screenshot,Display device",0.98046875,0.0,17
QJRKjuAXqMw,5 genius strategies to earn crypto with openclaw AI... (FEB 2026),2026-02-13T19:00:32Z,https://i.ytimg.com/vi/QJRKjuAXqMw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,12148,423,9,PT11M4S,162000,Across The Rubicon,0.0005812996458991,data/thumbnails/QJRKjuAXqMw.jpg,AI/Tech,True,1,Neutre,True,"Profit/Loss
1D
ALL
market
$67 829,15
OPENCLAW
YOPENCLAWY
OpenClaw onboarding
o Security
Security var",Neutre,Élevé,Uni,"Red,Screenshot",0.9765625,0.0,17
sSyIWuKvqwM,If Alex Becker Is right… this cycle could FLIP very VERY QUICKLY…,2026-02-12T19:01:00Z,https://i.ytimg.com/vi/sSyIWuKvqwM/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,7851,375,32,PT13M32S,162000,Across The Rubicon,0.000372792022792,data/thumbnails/sSyIWuKvqwM.jpg,AI/Tech,True,2,Sourire,True,"+1.541
Alex B
unpopular opinion: the Al tokens are
about to melt faces in the next 90 days...
<-6345",Neutre,Élevé,Chargé,"Nose,Facial expression,Facial hair,Beard,Advertising",0.875,0.0,18
sAX7nP7wBTs,Murad just REVEALED his NEW SPX6900 thesis for 2026?!... (shocking),2026-02-11T19:01:00Z,https://i.ytimg.com/vi/sAX7nP7wBTs/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,16767,575,106,PT16M59S,162000,Across The Rubicon,0.0007900763358778,data/thumbnails/sAX7nP7wBTs.jpg,AI/Tech,True,1,Neutre,True,"SEP
6900
300
-92%
SGP
SEP
6900",Neutre,Élevé,Uni,"Eyewear,Vision Care,Facial hair,Beard,Moustache",0.98828125,0.0,17
